ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
457, 17:22:04, 0.015, 0.045, 6.210, 0.501, 96.855
458, 17:22:05, 0.025, 0.045, 6.154, 0.373, 114.616
459, 17:22:06, 0.035, 0.045, 6.121, 0.417, 113.971
460, 17:22:08, 0.045, 0.045, 6.144, 0.419, 120.723
461, 17:22:09, 0.055, 0.045, 6.174, 0.427, 109.357
462, 17:22:10, 0.065, 0.045, 6.123, 0.444, 110.053
463, 17:22:12, 0.075, 0.045, 6.140, 0.401, 100.728
464, 17:22:13, 0.085, 0.045, 6.153, 0.414, 100.960
465, 17:22:14, 0.095, 0.045, 6.167, 0.399, 108.484
466, 17:22:16, 0.105, 0.045, 6.147, 0.404, 98.964
467, 17:22:17, 0.115, 0.045, 6.200, 0.438, 97.659
468, 17:22:18, 0.125, 0.045, 6.155, 0.426, 99.570
469, 17:22:20, -0.125, 0.055, 6.133, 0.429, 235.438
470, 17:22:21, -0.115, 0.055, 6.150, 0.414, 211.264
471, 17:22:22, -0.105, 0.055, 6.154, 0.402, 202.280
472, 17:22:24, -0.095, 0.055, 6.159, 0.438, 186.356
473, 17:22:25, -0.085, 0.055, 6.164, 0.413, 165.722
474, 17:22:26, -0.075, 0.055, 6.150, 0.417, 155.520
475, 17:22:28, -0.065, 0.055, 6.207, 0.524, 120.896
476, 17:22:29, -0.055, 0.055, 6.180, 0.486, 119.807
477, 17:22:30, -0.045, 0.055, 6.171, 0.457, 123.206
478, 17:22:31, -0.035, 0.055, 6.144, 0.404, 135.807
479, 17:22:33, -0.025, 0.055, 6.177, 0.455, 119.478
480, 17:22:34, -0.015, 0.055, 6.140, 0.436, 120.371
481, 17:22:35, -0.005, 0.055, 6.158, 0.397, 109.700
482, 17:22:37, 0.005, 0.055, 6.160, 0.410, 105.840
483, 17:22:38, 0.015, 0.055, 6.172, 0.383, 107.869
484, 17:22:39, 0.025, 0.055, 6.139, 0.403, 105.135
485, 17:22:41, 0.035, 0.055, 6.172, 0.382, 101.535
486, 17:22:42, 0.045, 0.055, 6.123, 0.398, 98.617
487, 17:22:43, 0.055, 0.055, 6.146, 0.429, 100.065
488, 17:22:44, 0.065, 0.055, 6.170, 0.416, 98.882
489, 17:22:46, 0.075, 0.055, 6.197, 0.485, 89.844
490, 17:22:47, 0.085, 0.055, 6.167, 0.398, 93.108
491, 17:22:48, 0.095, 0.055, 6.146, 0.432, 89.150
492, 17:22:50, 0.105, 0.055, 6.176, 0.437, 92.201
493, 17:22:51, 0.115, 0.055, 6.152, 0.408, 90.832
494, 17:22:52, 0.125, 0.055, 6.164, 0.384, 101.917
495, 17:22:54, -0.125, 0.065, 6.147, 0.420, 210.705
496, 17:22:55, -0.115, 0.065, 6.148, 0.403, 205.384
497, 17:22:56, -0.105, 0.065, 6.155, 0.454, 167.967
498, 17:22:58, -0.095, 0.065, 6.182, 0.479, 160.851
499, 17:22:59, -0.085, 0.065, 6.139, 0.428, 157.439
500, 17:23:00, -0.075, 0.065, 6.187, 0.481, 140.798
501, 17:23:02, -0.065, 0.065, 6.164, 0.442, 117.601
502, 17:23:03, -0.055, 0.065, 6.148, 0.445, 139.785
503, 17:23:04, -0.045, 0.065, 6.141, 0.413, 139.137
504, 17:23:06, -0.035, 0.065, 6.158, 0.397, 126.068
505, 17:23:07, -0.025, 0.065, 6.142, 0.417, 120.994
506, 17:23:08, -0.015, 0.065, 6.127, 0.353, 121.351
507, 17:23:09, -0.005, 0.065, 6.152, 0.376, 114.791
508, 17:23:11, 0.005, 0.065, 6.148, 0.451, 107.916
509, 17:23:12, 0.015, 0.065, 6.136, 0.405, 96.879
510, 17:23:13, 0.025, 0.065, 6.152, 0.378, 100.641
511, 17:23:15, 0.035, 0.065, 6.155, 0.418, 93.112
512, 17:23:16, 0.045, 0.065, 6.143, 0.351, 100.226
513, 17:23:17, 0.055, 0.065, 6.183, 0.426, 88.585
514, 17:23:19, 0.065, 0.065, 6.164, 0.426, 87.598
515, 17:23:20, 0.075, 0.065, 6.153, 0.413, 82.082
516, 17:23:21, 0.085, 0.065, 6.122, 0.385, 79.138
517, 17:23:23, 0.095, 0.065, 6.147, 0.417, 76.965
518, 17:23:24, 0.105, 0.065, 6.174, 0.362, 69.739
519, 17:23:25, 0.115, 0.065, 6.165, 0.428, 72.366
520, 17:23:26, 0.125, 0.065, 6.155, 0.399, 77.042
521, 17:23:28, -0.125, 0.075, 6.143, 0.389, 180.188
522, 17:23:29, -0.115, 0.075, 6.153, 0.419, 158.524
523, 17:23:31, -0.105, 0.075, 6.259, 0.551, 120.015
524, 17:23:32, -0.095, 0.075, 6.149, 0.445, 127.694
525, 17:23:33, -0.085, 0.075, 6.141, 0.440, 112.369
526, 17:23:34, -0.075, 0.075, 6.166, 0.493, 114.437
527, 17:23:36, -0.065, 0.075, 6.177, 0.435, 102.463
528, 17:23:37, -0.055, 0.075, 6.156, 0.437, 118.610
529, 17:23:38, -0.045, 0.075, 6.171, 0.413, 118.673
530, 17:23:40, -0.035, 0.075, 6.143, 0.374, 111.746
531, 17:23:41, -0.025, 0.075, 6.114, 0.384, 107.279
532, 17:23:42, -0.015, 0.075, 6.143, 0.420, 94.433
533, 17:23:44, -0.005, 0.075, 6.173, 0.392, 89.143
534, 17:23:45, 0.005, 0.075, 6.138, 0.405, 91.622
535, 17:23:46, 0.015, 0.075, 6.159, 0.409, 81.934
536, 17:23:48, 0.025, 0.075, 6.180, 0.420, 76.215
537, 17:23:49, 0.035, 0.075, 6.163, 0.405, 86.745
538, 17:23:50, 0.045, 0.075, 6.132, 0.412, 76.914
539, 17:23:51, 0.055, 0.075, 6.180, 0.426, 75.697
540, 17:23:53, 0.065, 0.075, 6.154, 0.426, 70.441
541, 17:23:54, 0.075, 0.075, 6.188, 0.405, 81.695
542, 17:23:55, 0.085, 0.075, 6.157, 0.371, 73.530
543, 17:23:57, 0.095, 0.075, 6.157, 0.402, 76.454
544, 17:23:58, 0.105, 0.075, 6.162, 0.430, 70.705
545, 17:23:59, 0.115, 0.075, 6.145, 0.373, 80.003
546, 17:24:01, 0.125, 0.075, 6.164, 0.356, 74.946
547, 17:24:02, -0.125, 0.085, 6.144, 0.430, 172.833
548, 17:24:03, -0.115, 0.085, 6.168, 0.396, 150.294
549, 17:24:05, -0.105, 0.085, 6.200, 0.435, 123.447
550, 17:24:06, -0.095, 0.085, 6.164, 0.432, 120.738
551, 17:24:07, -0.085, 0.085, 6.206, 0.433, 116.184
552, 17:24:09, -0.075, 0.085, 6.158, 0.408, 122.524
553, 17:24:10, -0.065, 0.085, 6.142, 0.417, 114.630
554, 17:24:11, -0.055, 0.085, 6.133, 0.377, 123.879
555, 17:24:13, -0.045, 0.085, 6.153, 0.370, 111.865
556, 17:24:14, -0.035, 0.085, 6.150, 0.391, 116.069
557, 17:24:15, -0.025, 0.085, 6.122, 0.481, 104.587
558, 17:24:17, -0.015, 0.085, 6.123, 0.414, 95.621
559, 17:24:18, -0.005, 0.085, 6.161, 0.493, 83.834
560, 17:24:19, 0.005, 0.085, 6.150, 0.415, 84.801
561, 17:24:21, 0.015, 0.085, 6.183, 0.458, 84.005
562, 17:24:22, 0.025, 0.085, 6.159, 0.338, 91.566
563, 17:24:23, 0.035, 0.085, 6.184, 0.459, 91.573
564, 17:24:24, 0.045, 0.085, 6.145, 0.414, 88.357
565, 17:24:26, 0.055, 0.085, 6.127, 0.366, 79.483
566, 17:24:27, 0.065, 0.085, 6.140, 0.434, 72.982
567, 17:24:28, 0.075, 0.085, 6.166, 0.470, 65.272
568, 17:24:30, 0.085, 0.085, 6.154, 0.448, 68.631
569, 17:24:31, 0.095, 0.085, 6.150, 0.382, 73.354
570, 17:24:32, 0.105, 0.085, 6.153, 0.381, 70.721
571, 17:24:34, 0.115, 0.085, 6.166, 0.411, 72.106
572, 17:24:35, 0.125, 0.085, 6.163, 0.364, 69.414
573, 17:24:36, -0.125, 0.095, 6.125, 0.397, 149.532
574, 17:24:38, -0.115, 0.095, 6.143, 0.420, 136.411
575, 17:24:39, -0.105, 0.095, 6.236, 0.478, 96.478
576, 17:24:40, -0.095, 0.095, 6.233, 0.481, 92.278
577, 17:24:42, -0.085, 0.095, 6.138, 0.412, 101.136
578, 17:24:43, -0.075, 0.095, 6.164, 0.417, 102.358
579, 17:24:44, -0.065, 0.095, 6.159, 0.443, 117.079
580, 17:24:46, -0.055, 0.095, 6.171, 0.404, 112.129
581, 17:24:47, -0.045, 0.095, 6.135, 0.380, 113.261
582, 17:24:48, -0.035, 0.095, 6.188, 0.384, 106.522
583, 17:24:49, -0.025, 0.095, 6.143, 0.492, 98.871
584, 17:24:51, -0.015, 0.095, 6.161, 0.385, 94.941
585, 17:24:52, -0.005, 0.095, 6.150, 0.365, 93.919
586, 17:24:53, 0.005, 0.095, 6.118, 0.413, 90.714
587, 17:24:55, 0.015, 0.095, 6.136, 0.425, 84.243
588, 17:24:56, 0.025, 0.095, 6.143, 0.425, 87.277
589, 17:24:57, 0.035, 0.095, 6.179, 0.393, 80.742
590, 17:24:59, 0.045, 0.095, 6.161, 0.376, 77.932
591, 17:25:00, 0.055, 0.095, 6.153, 0.392, 83.798
592, 17:25:01, 0.065, 0.095, 6.151, 0.418, 82.188
593, 17:25:03, 0.075, 0.095, 6.168, 0.356, 79.464
594, 17:25:04, 0.085, 0.095, 6.156, 0.431, 75.278
595, 17:25:05, 0.095, 0.095, 6.150, 0.407, 72.823
596, 17:25:06, 0.105, 0.095, 6.169, 0.445, 68.183
597, 17:25:08, 0.115, 0.095, 6.169, 0.317, 76.837
598, 17:25:09, 0.125, 0.095, 6.177, 0.492, 76.112
599, 17:25:11, -0.125, 0.105, 6.189, 0.406, 146.879
600, 17:25:12, -0.115, 0.105, 6.140, 0.382, 126.235
601, 17:25:13, -0.105, 0.105, 6.154, 0.454, 94.754
602, 17:25:15, -0.095, 0.105, 6.150, 0.468, 103.991
603, 17:25:16, -0.085, 0.105, 6.182, 0.464, 104.372
604, 17:25:17, -0.075, 0.105, 6.139, 0.355, 111.892
605, 17:25:18, -0.065, 0.105, 6.163, 0.404, 104.528
606, 17:25:20, -0.055, 0.105, 6.130, 0.393, 98.572
607, 17:25:21, -0.045, 0.105, 6.152, 0.366, 116.830
608, 17:25:22, -0.035, 0.105, 6.160, 0.446, 103.328
609, 17:25:24, -0.025, 0.105, 6.133, 0.437, 102.698
610, 17:25:25, -0.015, 0.105, 6.164, 0.439, 82.953
611, 17:25:26, -0.005, 0.105, 6.140, 0.357, 85.378
612, 17:25:28, 0.005, 0.105, 6.148, 0.386, 90.123
613, 17:25:29, 0.015, 0.105, 6.137, 0.395, 79.665
614, 17:25:30, 0.025, 0.105, 6.145, 0.397, 73.900
615, 17:25:31, 0.035, 0.105, 6.154, 0.424, 78.292
616, 17:25:33, 0.045, 0.105, 6.144, 0.375, 80.846
617, 17:25:34, 0.055, 0.105, 6.173, 0.421, 70.966
618, 17:25:35, 0.065, 0.105, 6.155, 0.386, 74.918
619, 17:25:37, 0.075, 0.105, 6.160, 0.457, 74.584
620, 17:25:38, 0.085, 0.105, 6.146, 0.413, 75.251
621, 17:25:39, 0.095, 0.105, 6.179, 0.377, 70.704
622, 17:25:40, 0.105, 0.105, 6.171, 0.364, 74.144
623, 17:25:42, 0.115, 0.105, 6.165, 0.433, 73.647
624, 17:25:43, 0.125, 0.105, 6.186, 0.391, 73.803
625, 17:25:45, -0.125, 0.115, 6.156, 0.373, 129.911
626, 17:25:46, -0.115, 0.115, 6.179, 0.386, 112.312
627, 17:25:47, -0.105, 0.115, 6.170, 0.427, 93.449
628, 17:25:49, -0.095, 0.115, 6.179, 0.395, 92.547
629, 17:25:50, -0.085, 0.115, 6.161, 0.460, 99.396
630, 17:25:51, -0.075, 0.115, 6.143, 0.363, 99.882
631, 17:25:53, -0.065, 0.115, 6.123, 0.384, 98.762
632, 17:25:54, -0.055, 0.115, 6.170, 0.423, 98.344
633, 17:25:55, -0.045, 0.115, 6.146, 0.399, 95.955
634, 17:25:56, -0.035, 0.115, 6.145, 0.400, 88.414
635, 17:25:58, -0.025, 0.115, 6.142, 0.369, 91.770
636, 17:25:59, -0.015, 0.115, 6.159, 0.448, 81.603
637, 17:26:00, -0.005, 0.115, 6.157, 0.353, 91.369
638, 17:26:02, 0.005, 0.115, 6.119, 0.568, 90.668
639, 17:26:03, 0.015, 0.115, 6.132, 0.430, 80.685
640, 17:26:04, 0.025, 0.115, 6.186, 0.485, 73.169
641, 17:26:05, 0.035, 0.115, 6.117, 0.364, 86.165
642, 17:26:07, 0.045, 0.115, 6.121, 0.402, 79.003
643, 17:26:08, 0.055, 0.115, 6.157, 0.347, 76.411
644, 17:26:09, 0.065, 0.115, 6.180, 0.400, 82.253
645, 17:26:11, 0.075, 0.115, 6.125, 0.357, 82.091
646, 17:26:12, 0.085, 0.115, 6.135, 0.451, 74.207
647, 17:26:13, 0.095, 0.115, 6.156, 0.462, 76.631
648, 17:26:15, 0.105, 0.115, 6.160, 0.473, 77.370
649, 17:26:16, 0.115, 0.115, 6.189, 0.457, 85.220
650, 17:26:17, 0.125, 0.115, 6.167, 0.323, 86.979
651, 17:26:19, -0.125, 0.125, 6.161, 0.386, 122.211
652, 17:26:20, -0.115, 0.125, 6.153, 0.398, 116.615
653, 17:26:21, -0.105, 0.125, 6.140, 0.448, 109.243
654, 17:26:23, -0.095, 0.125, 6.174, 0.393, 97.526
655, 17:26:24, -0.085, 0.125, 6.141, 0.396, 99.699
656, 17:26:25, -0.075, 0.125, 6.127, 0.371, 96.359
657, 17:26:27, -0.065, 0.125, 6.136, 0.381, 100.988
658, 17:26:28, -0.055, 0.125, 6.143, 0.377, 95.583
659, 17:26:29, -0.045, 0.125, 6.150, 0.404, 105.377
660, 17:26:31, -0.035, 0.125, 6.141, 0.375, 96.363
661, 17:26:32, -0.025, 0.125, 6.159, 0.416, 89.825
662, 17:26:33, -0.015, 0.125, 6.187, 0.452, 81.673
663, 17:26:34, -0.005, 0.125, 6.166, 0.401, 79.607
664, 17:26:36, 0.005, 0.125, 6.148, 0.433, 76.529
665, 17:26:37, 0.015, 0.125, 6.172, 0.379, 81.202
666, 17:26:38, 0.025, 0.125, 6.148, 0.359, 80.846
667, 17:26:40, 0.035, 0.125, 6.138, 0.477, 75.705
668, 17:26:41, 0.045, 0.125, 6.132, 0.452, 73.768
669, 17:26:42, 0.055, 0.125, 6.152, 0.420, 73.583
670, 17:26:44, 0.065, 0.125, 6.128, 0.390, 66.526
671, 17:26:45, 0.075, 0.125, 6.110, 0.539, 80.345
672, 17:26:46, 0.085, 0.125, 6.099, 0.490, 77.317
673, 17:26:48, 0.095, 0.125, 6.156, 0.413, 73.229
674, 17:26:49, 0.105, 0.125, 6.164, 0.419, 76.759
675, 17:26:50, 0.115, 0.125, 6.165, 0.432, 78.719
676, 17:26:52, 0.125, 0.125, 6.130, 0.364, 74.430
