ID, Time (HH:MM:SS), X (mm), Y (mm), Shift (GHz), FWHM (GHz), Ampl.
420, 13:35:40, -0.070, 0.070, 6.145, 0.860, 1514.772
421, 13:35:41, -0.063, 0.070, 6.145, 0.862, 1610.371
422, 13:35:42, -0.056, 0.070, 6.143, 0.856, 1622.119
423, 13:35:42, -0.049, 0.070, 6.140, 0.865, 1603.932
424, 13:35:43, -0.042, 0.070, 6.143, 0.858, 1498.687
425, 13:35:44, -0.035, 0.070, 6.153, 0.866, 1321.910
426, 13:35:45, -0.028, 0.070, 6.149, 0.877, 1270.257
427, 13:35:46, -0.021, 0.070, 6.150, 0.885, 1102.388
428, 13:35:47, -0.014, 0.070, 6.151, 0.892, 1096.152
429, 13:35:48, -0.007, 0.070, 6.150, 0.858, 1595.069
430, 13:35:48, 0.000, 0.070, 6.151, 0.859, 1602.572
431, 13:35:49, 0.007, 0.070, 6.163, 0.875, 1561.373
432, 13:35:50, 0.014, 0.070, 6.182, 0.863, 1571.548
433, 13:35:51, 0.021, 0.070, 6.194, 0.881, 1556.944
434, 13:35:52, 0.028, 0.070, 6.197, 0.877, 1528.004
435, 13:35:53, 0.035, 0.070, 6.197, 0.870, 1528.681
436, 13:35:54, 0.042, 0.070, 6.184, 0.880, 1506.422
437, 13:35:54, 0.049, 0.070, 6.181, 0.878, 1467.847
438, 13:35:55, 0.056, 0.070, 6.181, 0.881, 1425.407
439, 13:35:56, 0.063, 0.070, 6.184, 0.882, 1384.001
440, 13:35:57, 0.070, 0.070, 6.188, 0.883, 1360.898
